key	en	ar	zh-Hant	zh-CN	nl	de	el	ja	lv	pt	es	th	it
8019	Service Relation Instance Number (SRIN)	رقم الخدمة المرتبطة بحالة (SRIN)	服務關係代碼 (SRIN)	服务关系事项代码 (SRIN)	Service Relation Instance Number (SRIN)	Service Relation Instance Number (SRIN) Vorgangsnummer einer Servicebeziehung	Μοναδικός Κωδικός Συσχέτισης Υπηρεσιών (SRIN)	サービス関連インスタンス番号（SRIN）	Pakalpojumu attiecību uzskaites numurs (SRIN)	Número da Instância de Relação de Serviço (SRIN)	Número de instancia de relación de servicio (SRIN)	เลขหมายประเภทของงานบริการ (SRIN)	SRIN – numero di istanza di relazione di servizio
8020	Payment slip reference number	معرّف الرقم العالمي لمكان جهة أو طرف	團體的全球位置碼 (GLN)	付款单参考代码	Partij GLN	Zahlscheinbezugsnummer	Διεθνής Κωδικός Θέσης GLN Επιχείρησης	支払伝票番号	Puses Globālais Vietas Numurs (GVN)	Número de Referência da Nota de Pagamento	GLN de la empresa	หมายเลขอ้างอิงใบจ่ายเงิน	Numero bollettino di pagamento
8026	Identification of pieces of a trade item (ITIP) contained in a logistic unit	يحدد قطع من الوحدة التجارية (ITIP) الموجودة في الوحدة اللوجستية	物流包裝之內裝品項部件(ITIP)識別碼	物流单元內贸易项目部件(ITIP)代碼	Identificatie van onderliggende delen van een artikel in een logistieke eenheid	Identifikation von Teilen einer Handelseinheit (ITIP) enthalten in einer Transporteinheit	Αναγνώριση των τεμαχίων μιας μονάδας εμπορίας που εμπεριέχονται σε μια μονάδα logistics	物流単位に収納された商品（GTIN）を構成する部品、部材番号	Loģistikas vienībā esošo tirdzniecības vienību identifikācija	Identificação do(s) Componente(s) de um Artigo (ITIP) contidos numa unidade logística	Identificación de las piezas de un artículo comercial (ITIP) contenidas en una unidad logística	การบ่งชี้ชิ้นส่วนของสินค้า (ITIP) ที่บรรจุอยู่ในหน่วยขนส่ง	Identificazione di componenti di un’unità commerciale contenute in un’unità logistica
8030	Digital Signature (DigSig)	الختم الالكتروني (DidSig)	数字签名（DigSig）	数字签名（DigSig）		Digitale Signatur (DigSig)	Ψηφιακή Υπογραφή (DigSig)	デジタル署名（VCN）	Digitālais paraksts (DigSig)	Assinatura Digital (DigSig)	Firma Digital (DigSig)	ลายเซ็นอิเล็กทรอกนิกส์	Firma Digitale (DigSig)
8110	Coupon code identification for use in North America	تعريف رمز الكوبون للاستخدام في أمريكا الشمالية	北美折價券集點代碼	北美优惠券点数代码	Couponcode voor Noord-Amerika	Coupon Code für Nordamerika	Κωδικός Αναγνώρισης Εκπτ. Κουπονιών Για Χρήση Στη Β. Αμερική	北米専用クーポンコード	Kupona identifikācijas kods Ziemeļamerikas lietotājiem	Código Identificação de Coupon/Cupom (para uso na América do Norte)	Identificación de código de cupón para uso en Norte América	การบ่งชี้รหัสคูปองที่ใช้เฉพาะในอเมริกาตอนเหนือ	Codice di identificazione coupon in uso in America del Nord
8111	Loyalty points of a coupon	معرف كوبون نقاط الولاء	折價券集點碼	优惠券点数代码	Spaarpunten van een coupon	Treuepunkte eines Coupon	Πόντοι Πιστότητας Κουπονιού	クーポンのポイント数	Kupona lojalitātes punkti	Pontos Fidelidade de Coupon/Cupom	Puntos de fidelidad de un cupón	คะแนนสะสมของคูปอง	Punti fedeltà di un coupon
8112	Positive offer file coupon code identification for use in North America	معرف رمز قسيمة ملف العرض الإيجابي للاستخدام في أمريكا الشمالية	北美促销优惠券代码	北美促销优惠券代码	Positief aanbod coupon code identificatie voor gebruik in Noord-Amerika	„Positive Offer File“ Couponidentifikation in Nordamerika 		有効性が検証できる 北米専用 クーポンコード	Pozitīva piedāvājuma faila kupona koda identifikācija izmantošanai Ziemeļamerikā	Identificação do código de cupão do ficheiro de oferta positiva para utilização na América do Norte		การระบุรหัสคูปองข้อเสนอเชิงบวกสำหรับใช้ในอเมริกาเหนือ	Codice di identificazione del coupon digitale, per l’utilizzo in Nord America (AI 8112)
8200	Extended Packaging URL	معرف رابط البيانات الاضافية	包裝延伸網址	包装延伸网址	Extended Packaging URL	Extended Packaging URL	Επεκτεταμένη Διαδικτυακή Διεύθυνση (URL) Προϊόντος	商品関連情報URL	Paplašinātā iepakojuma URL	URL da Extensão da Embalagem	URL de embalaje extendido	ที่อยู่ของเว็บไซต์ หรือ URL ที่มีข้อมูลสินค้ามากกว่าบนบรรจุภัณฑ์	Extended Packaging URL
90	Information mutually agreed between trading partners	المعلومات المتفق عليها بين الشركاء التجاريين	交易夥伴間共同使用資料碼	贸易伙伴之间相互约定的信息	Wederzijds overeengekomen informatie	Information für bilateral abgestimmte Anwendung	Πληροφορίες Αμοιβαία Συμφωνημένες Μεταξύ Εμπορικών Εταίρων	特定企業間の合意で使用するデータ	Savstarpēji saskaņota informācija starp darījuma partneriem	Uso Interno e/ou Mutuamente Acordado	Información de mutuo acuerdo entre socios comerciales	ข้อมูลที่ใช้ตามข้อตกลงร่วมกันระหว่างคู่ค้า	Informazioni concordate tra i partner commerciali
91-99	Company internal information	معلومات داخلية للشركة	公司內部資料碼	公司内部信息	Intern gebruik (binnen een bedrijf)	Unternehmensinterne Anwendung	Εσωτερικές Πληροφορίες Εταιριών	企業の内部使用データ	Uzņēmuma iekšējā informācija	Aplicações Internas da Empresa	Información interna de compañía	ข้อมูลภายในของบริษัท	Informazioni interne
nav-Filtered	(filtered from x total entries).	(تم التصفية من إجمالي الإدخالات عدد  x)	（從x選項中過濾）	（从x项目中过滤）	(filtered from x total entries).	(gefiltert von x Einträgen).	Φίλτρο αποτελεσμάτων	全x項目から検索・表示	(filtrēts no pavisam x ierakstiem).	(filtrado de um total de x resultados/entradas)	(filtrado de x registros totales).	แสดงจาก x ของรายการทั้งหมด	(filtrate da x voci totali).
nav-ActivateSortAscending	: activate to sort column ascending	التفعيل لفرز العمود تصاعديا	欄位啟用遞增	启用栏位递增	: activate to sort column ascending	: aktivieren, um Spalte aufsteigend zu sortieren	Αύξουσα ταξινόμηση	昇順ソートする	: aktivizēt, lai kārtotu kolonnu augošā secībā	: ativar para ordenar de modo crescente	: activar para ordenar la columna ascendentemente	เรียงตามลำดับจากน้อยไปมาก	: attiva per ordinare la colonna in ordine crescente
nav-ActivateSortDescending	: activate to sort column descending	التفعيل لفرز العمود تنازليا	欄位啟用遞減	启用 栏位递减	: activate to sort column descending	: aktivieren, um Spalte absteigend zu sortieren	Φθίνουσα ταξινόμηση	降順ソートする	: aktivizēt, lai kārtotu kolonnu dilstošā secībā	: ativar para ordenar de modo descrescente	: activar para ordenar la columna descendentemente	เรียงตามลำดับจากมากไปน้อย	: attiva per ordinare la colonna in ordine decrescente
nav-AdvancedView	Advanced view	عرض متقدم	進階檢視	高级查询	Geavanceerde weergave	Erweiterte Ansicht	Αναλυτική Όψη	詳細ビュー	Uzlabots skatījums	Visualização Avançada	Vista avanzada	มุมมองขั้นสูง	Vista avanzata
nav-All	All	الكل	全部	全部	All	Alle	Όλα	すべて	Visi	Todos	Todos	ทั้งหมด	Tutti
nav-BasicView	Basic view	عرض أساسي	基本檢視	基本查询	Basisweergave	Grundansicht	Βασική Όψη	基本ビュー	Pamata skatījums	Visualização Básica	Vista básica	มุมมองพื้นฐาน	Vista base
nav-Clear	Clear	واضح	清除	清除	Wis	Zurückstellen	Καθαρισμός	クリア	Notīrīt	Apagar	Limpiar	ล้าง	Cancella
nav-ClickARow	Click a row to select it	انقر فوق الصف لتحديده	點擊行以選取	点击行	Click a row to select it	Zum Auswählen auf eine Zeile klicken	Κλικ σε μια σειρά για να την επιλέξετε	行をクリックして選択	Noklikšķiniet uz rindiņas, lai to atlasītu	Clique numa linha para a selecionar	Haga clic en una fila para seleccionarla.	เลือกทั้งหมดในแถว	Clicca su una riga per selezionarla
nav-DataTitle	Data title	عنوان البيانات	資料標題	数据标题	Datatitel	Kurztitel	Τίτλος Δεδομένων	データタイトル	Datu nosaukums	Título dos Dados	Titulo	ชื่อชุดข้อมูล	Sigla
nav-Description	Description	وصف	說明	描述	Beschrijving	Beschreibung	Περιγραφή	データ項目	Apraksts	Descrição	Descripción	รายละเอียดของข้อมูล	Descrizione
nav-First	First	الأول	第一頁	首页	First	Erste	Πρώτο	先頭	Pirmais	Primeiro	Primero	หน้าแรก	Primo
nav-FNC1	FNC1 required?	FNC1 مطلوبة	是否需要FNC1?	是否需要FNC1?	FNC1 nodig?	FNC1 erforderlich?	Απαιτείται Χαρακτήρας Function 1 (FNC1)	後ろに他のデータが続く場合にFNC1は必要か	Vai FNC1 ir nepieciešams?	Necessário FNC1?	¿Requiere FNC1?	จำเป็นต้องมี FNC1 หรือไม่	È richiesto il carattere FNC1?
nav-Last	Last	الأخير	最後一頁	尾页	Last	Letzte	Τελευταίο	最後	Pēdējais	Último	Ultimo	หน้าสุดท้าย	Ultimo
nav-Loading	Loading	جاري التحميل	載入中	载入中	Loading	Wird geladen	Φόρτωση	読み込み中	Ielādē	A carregar / Carregando	Cargando	กำลังโหลด	Caricamento
nav-Next	Next	التالى	下一頁	下一页	Volgende	Nächste	Επόμενο	次ページ	Nākamais	Seguinte	Siguiente	ถัดไป	Prossimo
nav-No	No	لا	否	否	Nee	Nein	OXI	不要	Nē	Não	No	ไม่	No
nav-NoData	No data available in table	لا توجد بيانات متاحة في الجدول	列表中沒有記錄	数据表中没有匹配项	No data available in table	Keine Daten in der Tabelle vorhanden	Μη διαθέσιμα δεδομένα στον πίνακα	テーブルにデータが存在しません	Dati tabulā nav pieejami	Sem dados disponíveis na tabela	No hay datos disponibles en la tabla.	ไม่มีข้อมูล	Dati non disponibili nella tabella
nav-NoMatchingRecords	No matching records found	لم يتم العثور على سجلات مطابقة	未找到符合的項目	没有找到匹配的项目	No matching records found	Keine Einträge vorhanden.	Δεν βρεθήκαν κοινά αποτελέσματα	一致するデータが見当たりません	Atbilstošs ieraksts nav atrasts	Não foram encontrados resultados	No se encontraron registros	ไม่พบข้อมูล	Nessun record corrispondente trovato
nav-SeeGenSpecs	Please refer to the GS1 General Specifications for full details on GS1 Application Identifiers.	معرف النسبة المئوية للخصم من الكوبون	折價券折價百分比	优惠券折价百分比	Kortingspercentage van een coupon	Für mehr Details zu den GS1 Application Identifiers siehe Allgemeine GS1 Spezifikationen.	Ποσοστιαία Έκπτωση Κουπονιού	GS1アプリケーション識別子の詳細は最新のGS1 General Specificationsを参照のこと。	Kupona procentuālā atlaide	Para informações mais detalhadas sobre os Identificadores de Aplicação por favor consulte o documento GS1 General Specifications	Porcentaje de descuento de un cupón	โปรดตรวจสอบเอกสาร GS1 General Speciafications สำหรับรายละเอียดทั้งหมดของเลขหมายบ่งชี้การใช้งาน หรือ GS1 Application Identifiers	Fare riferimento alle GS1 General Specifications per tutti i dettagli sugli Application Identifier GS1
